Name,Type
improves,Relation
misinterprets,Relation
removes,Relation
published,Relation
is more efficient than,Relation
encodes,Relation
has_focus,Relation
conflates,Relation
isa,Relation
should use,Relation
has fewer,Relation
reduces,Relation
is affected by,Relation
compares,Relation
are treated as,Relation
include,Relation
prioritize,Relation
surveyed,Relation
prevents,Relation
therefore,Relation
causes,Relation
in contrast to,Relation
reside in,Relation
is,Relation
chain,Relation
lowers,Relation
developed,Relation
is required by,Relation
captures,Relation
discards,Relation
proposed,Relation
require,Relation
substitutes with,Relation
